Local Government Area,Postcode,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Cardinia,3810,Pakenham,B Property and deception offences,B30 Burglary/Break and enter,249,239,-4.016064257028118,-10
Melbourne,3004,Melbourne,B Property and deception offences,B50 Deception,249,232,-6.827309236947787,-17
Melbourne,3004,Melbourne,B Property and deception offences,B50 Deception,249,30,-87.95180722891567,-219
Melbourne,3000,Melbourne,A Crimes against the person,Other crimes against the person,247,328,32.793522267206484,81
Wellington,3850,Sale,A Crimes against the person,A20 Assault and related offences,246,302,22.764227642276413,56
Maribyrnong,3011,Footscray,B Property and deception offences,B30 Burglary/Break and enter,246,429,74.39024390243902,183
Whittlesea,3076,Epping,E Justice procedures offences,E20 Breaches of orders,246,197,-19.918699186991873,-49
Frankston,3198,Seaford,E Justice procedures offences,E20 Breaches of orders,245,169,-31.0204081632653,-76
Whittlesea,3750,Wollert,B Property and deception offences,B40 Theft,245,449,83.26530612244898,204
Yarra,3121,Richmond,B Property and deception offences,B30 Burglary/Break and enter,244,454,86.0655737704918,210
Greater Geelong,3214,Norlane,A Crimes against the person,A20 Assault and related offences,244,275,12.704918032786882,31
Melton,3029,Truganina,B Property and deception offences,B40 Theft,243,862,254.73251028806584,619
Melton,3029,Truganina,B Property and deception offences,B40 Theft,243,363,49.382716049382715,120
Wyndham,3030,Point Cook,A Crimes against the person,A20 Assault and related offences,243,262,7.818930041152261,19
Yarra,3121,Richmond,E Justice procedures offences,E20 Breaches of orders,243,154,-36.62551440329218,-89
Yarra,3065,Fitzroy,B Property and deception offences,B20 Property damage,242,272,12.396694214876035,30
Whittlesea,3076,Epping,B Property and deception offences,B20 Property damage,242,278,14.876033057851235,36
Whitehorse,3131,Nunawading,B Property and deception offences,B40 Theft,241,361,49.79253112033195,120
Whitehorse,3131,Nunawading,B Property and deception offences,B40 Theft,241,6,-97.5103734439834,-235
Wyndham,3029,Hoppers Crossing,E Justice procedures offences,E20 Breaches of orders,240,139,-42.08333333333333,-101
Frankston,3199,Frankston,B Property and deception offences,B50 Deception,240,248,3.3333333333333437,8
Brimbank,3021,St Albans,B Property and deception offences,B30 Burglary/Break and enter,238,276,15.96638655462186,38
Horsham,3400,Horsham,B Property and deception offences,B20 Property damage,237,276,16.455696202531644,39
Wyndham,3027,Williams Landing,B Property and deception offences,B40 Theft,237,315,32.91139240506329,78
Yarra,3121,Richmond,A Crimes against the person,A20 Assault and related offences,236,346,46.61016949152543,110
Greater Bendigo,3550,Bendigo,B Property and deception offences,B20 Property damage,236,220,-6.779661016949157,-16
Hume,3064,Craigieburn,B Property and deception offences,B20 Property damage,236,282,19.491525423728806,46
Latrobe,3844,Traralgon,B Property and deception offences,B20 Property damage,235,243,3.404255319148941,8
Whittlesea,3076,Epping,A Crimes against the person,A20 Assault and related offences,235,256,8.936170212765958,21
Yarra,3065,Fitzroy,E Justice procedures offences,E20 Breaches of orders,234,114,-51.28205128205128,-120
Yarra,3121,Richmond,B Property and deception offences,B20 Property damage,233,338,45.06437768240343,105
Greater Geelong,3220,Geelong,A Crimes against the person,A20 Assault and related offences,233,268,15.021459227467805,35
Darebin,3073,Reservoir,B Property and deception offences,B50 Deception,232,199,-14.224137931034486,-33
Maroondah,3134,Ringwood,A Crimes against the person,A20 Assault and related offences,232,206,-11.206896551724132,-26
Monash,3149,Mount Waverley,B Property and deception offences,B30 Burglary/Break and enter,232,249,7.3275862068965525,17
Whitehorse,3131,Forest Hill,B Property and deception offences,B40 Theft,231,385,66.66666666666667,154
Yarra,3065,Fitzroy,A Crimes against the person,A20 Assault and related offences,230,262,13.913043478260878,32
Melbourne,3006,Southbank,B Property and deception offences,B20 Property damage,229,194,-15.283842794759828,-35
Melbourne,3006,Southbank,B Property and deception offences,B20 Property damage,229,23,-89.95633187772926,-206
Melbourne,3053,Carlton,B Property and deception offences,B30 Burglary/Break and enter,229,341,48.90829694323144,112
Banyule,3084,Heidelberg,B Property and deception offences,B40 Theft,228,359,57.456140350877185,131
Hume,3064,Craigieburn,E Justice procedures offences,E20 Breaches of orders,227,280,23.348017621145377,53
Wodonga,3690,Wodonga,A Crimes against the person,A20 Assault and related offences,226,222,-1.7699115044247815,-4
Mitchell,3756,Wallan,B Property and deception offences,B40 Theft,225,410,82.22222222222221,185
Baw Baw,3820,Warragul,A Crimes against the person,A20 Assault and related offences,225,251,11.555555555555564,26
Greater Geelong,3220,Geelong,B Property and deception offences,B20 Property damage,224,229,2.2321428571428603,5
Merri-bek,3058,Coburg,B Property and deception offences,B20 Property damage,224,234,4.464285714285721,10
Wyndham,3029,Tarneit,B Property and deception offences,B20 Property damage,223,228,2.2421524663677195,5
Casey,3806,Berwick,B Property and deception offences,B30 Burglary/Break and enter,223,219,-1.7937219730941756,-4
Greater Geelong,3216,Highton,B Property and deception offences,B40 Theft,223,233,4.484304932735417,10
Merri-bek,3044,Pascoe Vale,B Property and deception offences,B40 Theft,223,315,41.25560538116593,92
Stonnington,3141,South Yarra,A Crimes against the person,A20 Assault and related offences,222,255,14.864864864864868,33
Stonnington,3141,South Yarra,A Crimes against the person,A20 Assault and related offences,222,12,-94.5945945945946,-210
Brimbank,3026,Derrimut,B Property and deception offences,B40 Theft,221,316,42.98642533936652,95
Horsham,3400,Horsham,B Property and deception offences,B40 Theft,221,282,27.601809954751122,61
Hume,3059,Greenvale,B Property and deception offences,B40 Theft,220,332,50.90909090909091,112
Greater Dandenong,3175,Dandenong,B Property and deception offences,B50 Deception,220,264,19.999999999999996,44
Merri-bek,3060,Fawkner,B Property and deception offences,B40 Theft,219,357,63.01369863013699,138
Merri-bek,3060,Fawkner,B Property and deception offences,B40 Theft,219,25,-88.58447488584476,-194
Yarra,3068,Clifton Hill,B Property and deception offences,B40 Theft,217,338,55.76036866359446,121
Greater Dandenong,3175,Dandenong,C Drug offences,C30 Drug use and possession,217,253,16.589861751152068,36
Maroondah,3134,Ringwood,B Property and deception offences,B20 Property damage,217,203,-6.451612903225811,-14
Hobsons Bay,3015,Newport,B Property and deception offences,B40 Theft,216,417,93.05555555555556,201
Greater Geelong,3215,North Geelong,B Property and deception offences,B40 Theft,215,257,19.53488372093024,42
Port Phillip,3004,Melbourne,B Property and deception offences,B40 Theft,215,472,119.53488372093024,257
Port Phillip,3004,Melbourne,B Property and deception offences,B40 Theft,215,270,25.581395348837212,55
Wangaratta,3677,Wangaratta,B Property and deception offences,B20 Property damage,215,191,-11.162790697674419,-24
Glenelg,3305,Portland,E Justice procedures offences,E20 Breaches of orders,214,166,-22.429906542056077,-48
Yarra,3066,Collingwood,E Justice procedures offences,E20 Breaches of orders,213,143,-32.863849765258216,-70
Brimbank,3021,St Albans,B Property and deception offences,B20 Property damage,213,260,22.065727699530523,47
Whittlesea,3754,Mernda,B Property and deception offences,B40 Theft,213,460,115.962441314554,247
Whittlesea,3752,South Morang,B Property and deception offences,B40 Theft,213,409,92.01877934272301,196
Kingston,3196,Chelsea,B Property and deception offences,B40 Theft,212,264,24.52830188679245,52
Swan Hill,3585,Swan Hill,E Justice procedures offences,E20 Breaches of orders,212,184,-13.207547169811317,-28
Hume,3429,Sunbury,A Crimes against the person,A20 Assault and related offences,211,225,6.635071090047395,14
Wyndham,3029,Hoppers Crossing,B Property and deception offences,B20 Property damage,211,236,11.848341232227488,25
Merri-bek,3056,Brunswick,B Property and deception offences,B20 Property damage,211,313,48.34123222748816,102
Greater Dandenong,3171,Springvale,A Crimes against the person,A20 Assault and related offences,210,191,-9.04761904761905,-19
Latrobe,3844,Traralgon,B Property and deception offences,B30 Burglary/Break and enter,210,183,-12.857142857142856,-27
Port Phillip,3183,St Kilda East,B Property and deception offences,B40 Theft,210,252,19.999999999999996,42
Port Phillip,3183,St Kilda East,B Property and deception offences,B40 Theft,210,59,-71.9047619047619,-151
Merri-bek,3056,Brunswick,B Property and deception offences,B30 Burglary/Break and enter,210,325,54.761904761904766,115
Boroondara,3103,Balwyn,B Property and deception offences,B40 Theft,209,295,41.148325358851665,86
Port Phillip,3182,St Kilda,B Property and deception offences,B30 Burglary/Break and enter,209,363,73.6842105263158,154
Bayside,3190,Highett,B Property and deception offences,B40 Theft,208,232,11.538461538461542,24
Bayside,3190,Highett,B Property and deception offences,B40 Theft,208,154,-25.96153846153846,-54
Greater Geelong,3214,Corio,A Crimes against the person,A20 Assault and related offences,208,234,12.5,26
Ballarat,3350,Alfredton,B Property and deception offences,B40 Theft,208,191,-8.173076923076927,-17
Bayside,3191,Sandringham,B Property and deception offences,B40 Theft,207,219,5.797101449275366,12
Brimbank,3020,Sunshine,A Crimes against the person,A20 Assault and related offences,207,243,17.391304347826097,36
Monash,3147,Ashwood,B Property and deception offences,B40 Theft,203,275,35.467980295566505,72
Maribyrnong,3011,Footscray,E Justice procedures offences,E20 Breaches of orders,203,124,-38.916256157635466,-79
Frankston,3198,Seaford,B Property and deception offences,B30 Burglary/Break and enter,203,242,19.211822660098534,39
Banyule,3081,Heidelberg West,B Property and deception offences,B40 Theft,202,399,97.52475247524752,197
Monash,3150,Wheelers Hill,B Property and deception offences,B40 Theft,202,225,11.386138613861396,23
East Gippsland,3875,Bairnsdale,A Crimes against the person,A20 Assault and related offences,202,249,23.267326732673265,47
Greater Bendigo,3550,Bendigo,A Crimes against the person,A20 Assault and related offences,201,293,45.771144278606954,92
Whitehorse,3128,Box Hill,B Property and deception offences,B30 Burglary/Break and enter,200,273,36.5,73
Knox,3155,Boronia,E Justice procedures offences,E20 Breaches of orders,200,161,-19.499999999999996,-39
Melbourne,3006,South Wharf,B Property and deception offences,B40 Theft,199,274,37.688442211055275,75
Warrnambool,3280,Warrnambool,B Property and deception offences,B20 Property damage,199,233,17.0854271356784,34
Greater Geelong,3220,Newtown,B Property and deception offences,B40 Theft,199,216,8.5427135678392,17
Whittlesea,3076,Epping,B Property and deception offences,B50 Deception,197,215,9.137055837563457,18
Nillumbik,3095,Eltham,B Property and deception offences,B40 Theft,196,294,50.0,98
Brimbank,3038,Keilor Downs,B Property and deception offences,B40 Theft,196,187,-4.591836734693877,-9
Wyndham,3029,Tarneit,E Justice procedures offences,E20 Breaches of orders,195,175,-10.256410256410254,-20
Yarra,3066,Collingwood,B Property and deception offences,B30 Burglary/Break and enter,195,276,41.53846153846155,81
Casey,3806,Berwick,B Property and deception offences,B20 Property damage,195,179,-8.20512820512821,-16
Wodonga,3690,Wodonga,B Property and deception offences,B20 Property damage,195,257,31.794871794871792,62
Casey,3805,Narre Warren,E Justice procedures offences,E20 Breaches of orders,194,160,-17.525773195876294,-34
Yarra,3065,Fitzroy,B Property and deception offences,B30 Burglary/Break and enter,194,262,35.05154639175259,68
Port Phillip,3205,South Melbourne,A Crimes against the person,A20 Assault and related offences,194,206,6.185567010309279,12
Frankston,3201,Carrum Downs,E Justice procedures offences,E20 Breaches of orders,194,179,-7.731958762886593,-15
Kingston,3195,Mordialloc,B Property and deception offences,B40 Theft,193,242,25.38860103626943,49
Boroondara,3147,Ashburton,B Property and deception offences,B40 Theft,192,229,19.270833333333325,37
Port Phillip,3183,Balaclava,B Property and deception offences,B40 Theft,192,303,57.8125,111
Baw Baw,3818,Drouin,B Property and deception offences,B40 Theft,191,257,34.554973821989535,66
Yarra Ranges,3116,Chirnside Park,B Property and deception offences,B40 Theft,191,371,94.24083769633509,180
Baw Baw,3818,Drouin,E Justice procedures offences,E20 Breaches of orders,190,141,-25.789473684210527,-49
Campaspe,3564,Echuca,B Property and deception offences,B30 Burglary/Break and enter,190,230,21.052631578947366,40
Stonnington,3181,Prahran,B Property and deception offences,B30 Burglary/Break and enter,189,252,33.33333333333333,63
Wyndham,3029,Tarneit,B Property and deception offences,B30 Burglary/Break and enter,189,291,53.968253968253975,102
Greater Geelong,3214,Norlane,B Property and deception offences,B30 Burglary/Break and enter,188,241,28.191489361702125,53
Greater Geelong,3219,Newcomb,B Property and deception offences,B40 Theft,188,230,22.34042553191489,42
Casey,3806,Berwick,E Justice procedures offences,E20 Breaches of orders,187,174,-6.951871657754005,-13
Greater Geelong,3214,Corio,B Property and deception offences,B20 Property damage,187,220,17.647058823529417,33
Melton,3337,Melton,E Justice procedures offences,E20 Breaches of orders,187,125,-33.155080213903744,-62
Whitehorse,3128,Box Hill South,B Property and deception offences,B40 Theft,187,261,39.57219251336899,74
Hume,3047,Broadmeadows,B Property and deception offences,B20 Property damage,187,220,17.647058823529417,33
Hume,3429,Sunbury,B Property and deception offences,B20 Property damage,186,178,-4.3010752688172005,-8
Darebin,3083,Bundoora,B Property and deception offences,B40 Theft,186,745,300.5376344086022,559
Darebin,3083,Bundoora,B Property and deception offences,B40 Theft,186,345,85.48387096774192,159
Darebin,3083,Bundoora,B Property and deception offences,B40 Theft,186,199,6.989247311827951,13
Wangaratta,3677,Wangaratta,A Crimes against the person,A20 Assault and related offences,186,217,16.666666666666675,31
Casey,3978,Clyde North,A Crimes against the person,A20 Assault and related offences,186,244,31.182795698924725,58
Wyndham,3024,Wyndham Vale,B Property and deception offences,B40 Theft,185,452,144.32432432432432,267
Maroondah,3153,Bayswater North,B Property and deception offences,B40 Theft,185,306,65.4054054054054,121
Mitchell,3660,Seymour,E Justice procedures offences,E20 Breaches of orders,185,200,8.108108108108114,15
Merri-bek,3058,Coburg,E Justice procedures offences,E20 Breaches of orders,185,110,-40.54054054054054,-75
