Region,Suburb/Town Name,Offence Division,Offence Subdivision,Incidents Recorded 2024,Incidents Recorded 2025,% change,# change
Other,Wodonga,A Crimes against the person,A20 Assault and related offences,226,222,-1.7699115044247815,-4
Other,Wallan,B Property and deception offences,B40 Theft,225,410,82.22222222222221,185
Other,Warragul,A Crimes against the person,A20 Assault and related offences,225,251,11.555555555555564,26
Other,Geelong,B Property and deception offences,B20 Property damage,224,229,2.2321428571428603,5
Metro Inner North,Coburg,B Property and deception offences,B20 Property damage,224,234,4.464285714285721,10
Metro Outer West,Tarneit,B Property and deception offences,B20 Property damage,223,228,2.2421524663677195,5
Other,Highton,B Property and deception offences,B40 Theft,223,233,4.484304932735417,10
Metro Inner North,Pascoe Vale,B Property and deception offences,B40 Theft,223,315,41.25560538116593,92
Metro Outer South,Berwick,B Property and deception offences,B30 Burglary/Break and enter,223,219,-1.7937219730941756,-4
Metro Inner West,Derrimut,B Property and deception offences,B40 Theft,221,316,42.98642533936652,95
Other,Horsham,B Property and deception offences,B40 Theft,221,282,27.601809954751122,61
Metro Outer North,Greenvale,B Property and deception offences,B40 Theft,220,332,50.90909090909091,112
Other,Dandenong,B Property and deception offences,B50 Deception,220,264,19.999999999999996,44
Metro Inner East,Oakleigh South,B Property and deception offences,B40 Theft,219,293,33.78995433789955,74
Metro Inner,Clifton Hill,B Property and deception offences,B40 Theft,219,341,55.707762557077636,122
Metro Inner,Port Melbourne CBD,B Property and deception offences,B30 Burglary/Break and enter,218,267,22.477064220183497,49
Other,Dandenong,C Drug offences,C30 Drug use and possession,217,253,16.589861751152068,36
Metro Inner East,Ringwood,B Property and deception offences,B20 Property damage,217,203,-6.451612903225811,-14
Metro Inner West,Newport,B Property and deception offences,B40 Theft,216,417,93.05555555555556,201
Other,Wangaratta,B Property and deception offences,B20 Property damage,215,191,-11.162790697674419,-24
Other,North Geelong,B Property and deception offences,B40 Theft,215,257,19.53488372093024,42
Other,Portland,E Justice procedures offences,E20 Breaches of orders,214,166,-22.429906542056077,-48
Metro Inner,Collingwood,E Justice procedures offences,E20 Breaches of orders,213,143,-32.863849765258216,-70
Metro Outer North,Mernda,B Property and deception offences,B40 Theft,213,460,115.962441314554,247
Metro Outer North,South Morang,B Property and deception offences,B40 Theft,213,409,92.01877934272301,196
Metro Inner West,St Albans,B Property and deception offences,B20 Property damage,213,260,22.065727699530523,47
Other,Swan Hill,E Justice procedures offences,E20 Breaches of orders,212,184,-13.207547169811317,-28
Metro Outer South,Chelsea,B Property and deception offences,B40 Theft,212,264,24.52830188679245,52
Metro Outer North,Sunbury,A Crimes against the person,A20 Assault and related offences,211,225,6.635071090047395,14
Metro Inner North,Brunswick,B Property and deception offences,B20 Property damage,211,313,48.34123222748816,102
Metro Outer West,Hoppers Crossing,B Property and deception offences,B20 Property damage,211,236,11.848341232227488,25
Other,Traralgon,B Property and deception offences,B30 Burglary/Break and enter,210,183,-12.857142857142856,-27
Other,Springvale,A Crimes against the person,A20 Assault and related offences,210,191,-9.04761904761905,-19
Metro Inner North,Brunswick,B Property and deception offences,B30 Burglary/Break and enter,210,325,54.761904761904766,115
Metro Inner,St Kilda,B Property and deception offences,B30 Burglary/Break and enter,209,363,73.6842105263158,154
Metro Inner East,Balwyn,B Property and deception offences,B40 Theft,209,295,41.148325358851665,86
Other,Corio,A Crimes against the person,A20 Assault and related offences,208,234,12.5,26
Other,Alfredton,B Property and deception offences,B40 Theft,208,191,-8.173076923076927,-17
Metro Inner West,Sunshine,A Crimes against the person,A20 Assault and related offences,207,243,17.391304347826097,36
Metro Inner South,Sandringham,B Property and deception offences,B40 Theft,207,219,5.797101449275366,12
Metro Inner,Fairfield,B Property and deception offences,B40 Theft,206,322,56.310679611650485,116
Other,Newtown,B Property and deception offences,B40 Theft,205,222,8.292682926829276,17
Metro Inner West,Footscray,E Justice procedures offences,E20 Breaches of orders,203,124,-38.916256157635466,-79
Metro Inner East,Ashwood,B Property and deception offences,B40 Theft,203,275,35.467980295566505,72
Metro Inner West,Keilor East,B Property and deception offences,B40 Theft,203,245,20.68965517241379,42
Other,Seaford,B Property and deception offences,B30 Burglary/Break and enter,203,242,19.211822660098534,39
Metro Inner East,Wheelers Hill,B Property and deception offences,B40 Theft,202,225,11.386138613861396,23
Other,Bairnsdale,A Crimes against the person,A20 Assault and related offences,202,249,23.267326732673265,47
Metro Inner North,Heidelberg West,B Property and deception offences,B40 Theft,202,399,97.52475247524752,197
Other,Bendigo,A Crimes against the person,A20 Assault and related offences,201,293,45.771144278606954,92
Metro Inner East,Boronia,E Justice procedures offences,E20 Breaches of orders,200,161,-19.499999999999996,-39
Metro Inner East,Box Hill,B Property and deception offences,B30 Burglary/Break and enter,200,273,36.5,73
Metro Inner,South Wharf,B Property and deception offences,B40 Theft,199,274,37.688442211055275,75
Other,Warrnambool,B Property and deception offences,B20 Property damage,199,233,17.0854271356784,34
Metro Outer North,Epping,B Property and deception offences,B50 Deception,197,215,9.137055837563457,18
Metro Inner West,Keilor Downs,B Property and deception offences,B40 Theft,196,187,-4.591836734693877,-9
Metro Outer West,Truganina,A Crimes against the person,A20 Assault and related offences,196,192,-2.0408163265306145,-4
Metro Outer North,Eltham,B Property and deception offences,B40 Theft,196,294,50.0,98
Metro Outer South,Berwick,B Property and deception offences,B20 Property damage,195,179,-8.20512820512821,-16
Metro Inner,Collingwood,B Property and deception offences,B30 Burglary/Break and enter,195,276,41.53846153846155,81
Other,Wodonga,B Property and deception offences,B20 Property damage,195,257,31.794871794871792,62
Metro Outer West,Tarneit,E Justice procedures offences,E20 Breaches of orders,195,175,-10.256410256410254,-20
Metro Inner,South Melbourne CBD,A Crimes against the person,A20 Assault and related offences,194,206,6.185567010309279,12
Other,Carrum Downs,E Justice procedures offences,E20 Breaches of orders,194,179,-7.731958762886593,-15
Metro Outer South,Cheltenham,B Property and deception offences,B30 Burglary/Break and enter,194,198,2.0618556701030855,4
Metro Outer South,Narre Warren,E Justice procedures offences,E20 Breaches of orders,194,160,-17.525773195876294,-34
Metro Inner,Fitzroy,B Property and deception offences,B30 Burglary/Break and enter,194,262,35.05154639175259,68
Metro Outer South,Mordialloc,B Property and deception offences,B40 Theft,193,242,25.38860103626943,49
Metro Inner,Balaclava,B Property and deception offences,B40 Theft,192,303,57.8125,111
Metro Outer South,Cheltenham,B Property and deception offences,B20 Property damage,192,154,-19.791666666666664,-38
Metro Inner East,Ashburton,B Property and deception offences,B40 Theft,192,229,19.270833333333325,37
Metro Outer East,Chirnside Park,B Property and deception offences,B40 Theft,191,371,94.24083769633509,180
Other,Drouin,B Property and deception offences,B40 Theft,191,257,34.554973821989535,66
Other,Drouin,E Justice procedures offences,E20 Breaches of orders,190,141,-25.789473684210527,-49
Other,Echuca,B Property and deception offences,B30 Burglary/Break and enter,190,230,21.052631578947366,40
Metro Outer West,Tarneit,B Property and deception offences,B30 Burglary/Break and enter,189,291,53.968253968253975,102
Metro Inner East,Prahran,B Property and deception offences,B30 Burglary/Break and enter,189,252,33.33333333333333,63
Other,Norlane,B Property and deception offences,B30 Burglary/Break and enter,188,241,28.191489361702125,53
Other,Newcomb,B Property and deception offences,B40 Theft,188,230,22.34042553191489,42
Metro Outer South,Berwick,E Justice procedures offences,E20 Breaches of orders,187,174,-6.951871657754005,-13
Metro Inner East,Box Hill South,B Property and deception offences,B40 Theft,187,261,39.57219251336899,74
Other,Corio,B Property and deception offences,B20 Property damage,187,220,17.647058823529417,33
Metro Outer North,Broadmeadows,B Property and deception offences,B20 Property damage,187,220,17.647058823529417,33
Metro Inner,South Yarra,B Property and deception offences,B20 Property damage,187,219,17.112299465240643,32
Metro Outer West,Melton,E Justice procedures offences,E20 Breaches of orders,187,125,-33.155080213903744,-62
Metro Outer South,Clyde North,A Crimes against the person,A20 Assault and related offences,186,244,31.182795698924725,58
Other,Wangaratta,A Crimes against the person,A20 Assault and related offences,186,217,16.666666666666675,31
Metro Outer North,Sunbury,B Property and deception offences,B20 Property damage,186,178,-4.3010752688172005,-8
Metro Inner North,Coburg,E Justice procedures offences,E20 Breaches of orders,185,110,-40.54054054054054,-75
Metro Inner North,Bundoora,E Justice procedures offences,E20 Breaches of orders,185,120,-35.13513513513513,-65
Other,Seymour,E Justice procedures offences,E20 Breaches of orders,185,200,8.108108108108114,15
Metro Inner East,Bayswater North,B Property and deception offences,B40 Theft,185,306,65.4054054054054,121
Metro Inner,Southbank,B Property and deception offences,B50 Deception,184,172,-6.521739130434778,-12
Metro Outer South,Cranbourne,B Property and deception offences,B20 Property damage,184,254,38.043478260869556,70
Metro Inner South,Brighton,B Property and deception offences,B30 Burglary/Break and enter,184,238,29.34782608695652,54
Metro Inner West,Laverton,B Property and deception offences,B40 Theft,183,289,57.92349726775956,106
Metro Outer South,Noble Park North,B Property and deception offences,B40 Theft,183,203,10.92896174863387,20
Other,Benalla,B Property and deception offences,B40 Theft,183,221,20.76502732240437,38
Other,Wonthaggi,B Property and deception offences,B40 Theft,183,204,11.475409836065564,21
Metro Inner North,Glenroy,A Crimes against the person,A20 Assault and related offences,182,209,14.835164835164827,27
Other,Mildura,E Justice procedures offences,E10 Justice procedures,182,179,-1.6483516483516536,-3
Metro Inner East,Doncaster East,B Property and deception offences,B30 Burglary/Break and enter,182,153,-15.934065934065933,-29
Metro Outer South,Cheltenham,E Justice procedures offences,E20 Breaches of orders,181,94,-48.06629834254144,-87
Metro Outer West,Truganina,B Property and deception offences,B30 Burglary/Break and enter,180,279,55.00000000000001,99
Metro Outer South,Rye,B Property and deception offences,B40 Theft,180,133,-26.111111111111107,-47
Metro Inner East,Prahran,B Property and deception offences,B50 Deception,179,157,-12.290502793296088,-22
Other,Frankston,C Drug offences,C30 Drug use and possession,179,227,26.81564245810055,48
Metro Inner,Southbank,B Property and deception offences,B30 Burglary/Break and enter,179,246,37.43016759776536,67
Other,Swan Hill,A Crimes against the person,A20 Assault and related offences,179,170,-5.027932960893855,-9
Other,Torquay,B Property and deception offences,B40 Theft,179,231,29.05027932960893,52
Other,Colac,E Justice procedures offences,E20 Breaches of orders,179,191,6.703910614525133,12
Metro Outer West,Hoppers Crossing,B Property and deception offences,B30 Burglary/Break and enter,178,312,75.2808988764045,134
Metro Outer West,Manor Lakes,B Property and deception offences,B40 Theft,178,386,116.85393258426969,208
Other,Carrum Downs,A Crimes against the person,A20 Assault and related offences,178,181,1.6853932584269593,3
Metro Inner West,Altona,B Property and deception offences,B40 Theft,178,261,46.62921348314606,83
Other,Frankston,D Public order and security offences,D10 Weapons and explosives offences,178,209,17.41573033707866,31
Metro Inner West,Altona Meadows,B Property and deception offences,B40 Theft,177,441,149.15254237288136,264
Other,Mildura,C Drug offences,C30 Drug use and possession,177,241,36.15819209039548,64
Other,Dandenong,D Public order and security offences,D10 Weapons and explosives offences,177,176,-0.5649717514124242,-1
Metro Inner,Melbourne CBD,A Crimes against the person,A50 Robbery,177,187,5.649717514124286,10
Metro Inner North,Heidelberg Heights,B Property and deception offences,B40 Theft,177,352,98.87005649717516,175
